案件編號,查報日期,來源編號,查報地點,損壞情況,損壞狀況
111091504506, 111/09/15 00:00,中山巡1110905686,中山區安東街16巷28號,補綻及管線回填,觀察
111091504509, 111/09/15 00:00,中山巡1110905687,中山區安東街16巷21號,側溝蓋破損,觀察
111091504515, 111/09/15 00:00,中山巡1110905797,中山區市民大道3段209號,鋪面鬆動,觀察
111091504518, 111/09/15 00:00,中山巡1110905798,中山區樂群一路2-20號,龜裂,觀察
111091504521, 111/09/15 00:00,中山巡1110905799,中山區敬業三路184號,龜裂,觀察
111091504528, 111/09/15 00:00,中山巡1110905801,中山區敬業三路155號,龜裂,觀察
111091504534, 111/09/15 00:00,中山巡1110905689,中山區安東街16巷18弄2號,側溝蓋破損,觀察
111091504537, 111/09/15 00:00,中山巡1110905690,中山區安東街16巷32-2號,縱向及橫向裂縫,觀察
111091504539, 111/09/15 00:00,中山巡1110905691,中山區安東街16巷30-2號,縱向及橫向裂縫,觀察
111091504541, 111/09/15 00:00,中山巡1110905692,中山區安東街16巷2號,鋪面破損,觀察
111091504543, 111/09/15 00:00,中山巡1110905693,中山區安東街16-3號,側溝蓋破損,觀察
111091504545, 111/09/15 00:00,中山巡1110905694,中山區安東街16巷3號,縱向及橫向裂縫,觀察
111091504550, 111/09/15 00:00,中山巡1110905696,中山區安東街16巷18弄2號,側溝蓋破損,觀察
111091504552, 111/09/15 00:00,中山巡1110905802,中山區敬業三路20號,龜裂,觀察
111091504555, 111/09/15 00:00,中山巡1110905803,中山區敬業三路11號,龜裂,觀察
111091504568, 111/09/15 00:00,中山巡1110905807,中山區復興南路1段44號,鋪面破損,觀察
111091504579, 111/09/15 00:00,中山巡1110905699,中山區八德路2段210巷10號,補綻及管線回填,觀察
111091504581, 111/09/15 00:00,中山巡1110905700,中山區八德路2段210巷6-2號,縱向及橫向裂縫,觀察
111091504583, 111/09/15 00:00,中山巡1110905701,中山區八德路2段218號,縱向及橫向裂縫,觀察
111091504585, 111/09/15 00:00,中山巡1110905702,中山區八德路2段205號,縱向及橫向裂縫,觀察
111091504592, 111/09/15 00:00,中山巡1110905808,中山區敬業四路1號,龜裂,觀察
111091504595, 111/09/15 00:00,中山巡1110905809,中山區敬業四路166號,龜裂,觀察
111091504602, 111/09/15 00:00,中山巡1110905812,中山區民權西路55號,龜裂,觀察
111091504607, 111/09/15 00:00,中山巡1110905814,中山區敬業四路10號,龜裂,觀察
111091504612, 111/09/15 00:00,中山巡1110905816,中山區植福路286巷288號,龜裂,觀察
111091505044, 111/09/15 00:00,中山巡1110905892,中山區敬業三路150號,龜裂,觀察
111091505051, 111/09/15 00:00,中山巡1110905895,中山區明水路603號,龜裂,觀察
111091505054, 111/09/15 00:00,中山巡1110905896,中山區明水路649號,龜裂,觀察
111091505057, 111/09/15 00:00,中山巡1110905897,中山區明水路453號,龜裂,觀察
111091505059, 111/09/15 00:00,中山巡1110905898,中山區明水路449號,龜裂,觀察
111091505355, 111/09/15 00:00,中山巡1110905902,中山區北安路659號,龜裂,觀察
111091505359, 111/09/15 00:00,中山巡1110905904,中山區北安路721號,龜裂,觀察
111091505361, 111/09/15 00:00,中山巡1110905905,中山區北安路721-1號,龜裂,觀察
111091505661, 111/09/15 00:00,中山巡1110905909,中山區北安路728號,龜裂,觀察
111091505663, 111/09/15 00:00,中山巡1110905910,中山區北安路730號,龜裂,觀察
111091505674, 111/09/15 00:00,中山巡1110905915,中山區北安路817號,龜裂,觀察
111091505676, 111/09/15 00:00,中山巡1110905916,中山區北安路831號,龜裂,觀察
111091505678, 111/09/15 00:00,中山巡1110905917,中山區堤頂大道2段506號,龜裂,觀察
111091505968, 111/09/15 00:00,中山巡1110905918,中山區堤頂大道2段469號,龜裂,觀察
111091505977, 111/09/15 00:00,中山巡1110905922,中山區北安路817號,龜裂,觀察
111091505979, 111/09/15 00:00,中山巡1110905923,中山區北安路813號,龜裂,觀察
111091505981, 111/09/15 00:00,中山巡1110905924,中山區建國北路3段53號,縱向及橫向裂縫,觀察
111091505984, 111/09/15 00:00,中山巡1110905925,中山區北安路807號,龜裂,觀察
111091505986, 111/09/15 00:00,中山巡1110905926,中山區北安路771號,龜裂,觀察
111091506272, 111/09/15 00:00,中山巡1110905927,中山區北安路765-1號,龜裂,觀察
111091506277, 111/09/15 00:00,中山巡1110905929,中山區北安路669號,龜裂,觀察
111091506281, 111/09/15 00:00,中山巡1110905931,中山區北安路658號,龜裂,觀察
111091506283, 111/09/15 00:00,中山巡1110905932,中山區北安路572號,龜裂,觀察
111091506289, 111/09/15 00:00,中山巡1110905935,中山區大直街37號,龜裂,觀察
111091506560, 111/09/15 00:00,中山巡1110905937,中山區大直街57號,龜裂,觀察
111091506562, 111/09/15 00:00,中山巡1110905938,中山區建國北路3段往北未到五常街20公尺,縱向及橫向裂縫,觀察
111091506565, 111/09/15 00:00,中山巡1110905939,建國北路3段往北過民權東路80公尺(原查報地點：中山區建國北路3段往北過民權東路80公尺),縱向及橫向裂縫,觀察
111091506572, 111/09/15 00:00,中山巡1110905942,中山區北安路809號,龜裂,觀察
111091506574, 111/09/15 00:00,中山巡1110905943,中山區建國北路3段53號,縱向及橫向裂縫,觀察
111091506851, 111/09/15 00:00,中山巡1110905947,中山區建國北路3段71號,車道與路肩分離,觀察
111091506854, 111/09/15 00:00,中山巡1110905948,中山區建國北路3段83號,私設斜坡道,觀察
111091506856, 111/09/15 00:00,中山巡1110905949,中山區建國北路3段93號,私設斜坡道,觀察
111091506862, 111/09/15 00:00,中山巡1110905951,中山區建國北路3段101號,私設斜坡道,觀察
111091507135, 111/09/15 00:00,中山巡1110905953,中山區建國北路3段103號,縱向及橫向裂縫,觀察
111091507142, 111/09/15 00:00,中山巡1110905956,中山區建國北路3段111號,縱向及橫向裂縫,觀察
111091507423, 111/09/15 00:00,中山巡1110905961,中山區新生北路3段158號,龜裂,觀察
111091507432, 111/09/15 00:00,中山巡1110905965,中山區建國北路3段127號,側溝蓋破損,觀察
111091507440, 111/09/15 00:00,中山巡1110905968,中山區建國北路3段163號,縱向及橫向裂縫,觀察
111091507711, 111/09/15 00:00,中山巡1110905969,中山區建國北路3段155號,溝蓋路邊緣石,觀察
111091507714, 111/09/15 00:00,中山巡1110905970,中山區建國北路3段167號,溝蓋路邊緣石,觀察
111091507724, 111/09/15 00:00,中山巡1110905974,中山區民族東路252號,縱向及橫向裂縫,觀察
111091507727, 111/09/15 00:00,中山巡1110905975,中山區民族東路254號,孔蓋周邊破損,觀察
111091507729, 111/09/15 00:00,中山巡1110905976,中山區民族東路254號,孔蓋周邊破損,觀察
111091507997, 111/09/15 00:00,中山巡1110905977,中山區民族東路274號,鋪面破損,觀察
111091508002, 111/09/15 00:00,中山巡1110905979,中山區民族東路336號,鋪面破損,觀察
111091508012, 111/09/15 00:00,中山巡1110905983,中山區民族東路336號,縱向及橫向裂縫,觀察
111091508015, 111/09/15 00:00,中山巡1110905984,中山區民族東路336號,人手孔缺失,觀察
111091508283, 111/09/15 00:00,中山巡1110905986,中山區新生北路3段158號,龜裂,觀察
111091508285, 111/09/15 00:00,中山巡1110905987,中山區新生北路3段158號,龜裂,觀察
111091508287, 111/09/15 00:00,中山巡1110905988,中山區新生北路2段55號,龜裂,觀察
111091508290, 111/09/15 00:00,中山巡1110905989,中山區民族東路478號,溝蓋路邊緣石,觀察
111091508296, 111/09/15 00:00,中山巡1110905991,中山區龍江路394巷1號,側溝蓋破損,觀察
111091508298, 111/09/15 00:00,中山巡1110905992,中山區龍江路374號,側溝蓋破損,觀察
111091508569, 111/09/15 00:00,中山巡1110905994,中山區新生北路2段33號,龜裂,觀察
111091508571, 111/09/15 00:00,中山巡1110905995,中山區新生北路1段75號,龜裂,觀察
111091508573, 111/09/15 00:00,中山巡1110905996,中山區新生北路3段95-5號,龜裂,觀察
111091508575, 111/09/15 00:00,中山巡1110905997,中山區新生北路1段114號,龜裂,觀察
111091508577, 111/09/15 00:00,中山巡1110905998,中山區龍江路336號,側溝蓋破損,觀察
111091508581, 111/09/15 00:00,中山巡1110906000,中山區龍江路326號,鋪面破損,觀察
111091508584, 111/09/15 00:00,中山巡1110906001,中山區龍江路331號對面,側溝蓋破損,觀察
111091508586, 111/09/15 00:00,中山巡1110906002,中山區民權東路3段16號對面,人手孔缺失,觀察
111091508854, 111/09/15 00:00,中山巡1110906003,中山區民權東路3段8號對面,人手孔缺失,觀察
111091508856, 111/09/15 00:00,中山巡1110906004,中山區民權東路3段8號對面,側溝蓋破損,觀察
111091508863, 111/09/15 00:00,中山巡1110906006,中山區八德路2段225號,坑洞,觀察
111091508866, 111/09/15 00:00,中山巡1110906007,中山區中山北路2段往南與民權西路交叉口公車專用道,坑洞,觀察
111091508872, 111/09/15 00:00,中山巡1110906009,中山區民族東路135號,坑洞,觀察
111091509142, 111/09/15 00:00,中山巡1110906011,中山區長安東路2段106號,坑洞,觀察
111091509304, 111/09/15 00:00,中山巡1110905706,中山區八德路2段238號,縱向及橫向裂縫,觀察
111091509306, 111/09/15 00:00,中山巡1110905707,中山區八德路2段242號,縱向及橫向裂縫,觀察
111091509312, 111/09/15 00:00,中山巡1110905709,中山區八德路2段250號,鋪面破損,觀察
111091509315, 111/09/15 00:00,中山巡1110905710,中山區八德路2段248號,孔蓋周邊破損,觀察
111091509320, 111/09/15 00:00,中山巡1110905712,中山區八德路2段260號(原查報地點：中山區八德路2段260號號),鋪面破損,觀察
111091509329, 111/09/15 00:00,中山巡1110905820,中山區樂群二路305號,龜裂,觀察
111091509334, 111/09/15 00:00,中山巡1110905822,中山區明水路385號,龜裂,觀察
111091509340, 111/09/15 00:00,中山巡1110905825,中山區植福路11號,龜裂,觀察
111091509342, 111/09/15 00:00,中山巡1110905826,中山區植福路11號,龜裂,觀察
111091509344, 111/09/15 00:00,中山巡1110905827,中山區安東街21-1號,鋪面鬆動,觀察
111091509346, 111/09/15 00:00,中山巡1110905714,中山區八德路2段264號,縱向及橫向裂縫,觀察
111091509348, 111/09/15 00:00,中山巡1110905715,中山區八德路2段270號,縱向及橫向裂縫,觀察
111091509351, 111/09/15 00:00,中山巡1110905716,中山區安東街2號,縱向及橫向裂縫,觀察
111091509361, 111/09/15 00:00,中山巡1110905719,中山區安東街3-12號,龜裂,觀察
111091509364, 111/09/15 00:00,中山巡1110905720,中山區安東街3號,縱向及橫向裂縫,觀察
111091509367, 111/09/15 00:00,中山巡1110905828,中山區安東街21-1號,鋪面鬆動,觀察
111091509369, 111/09/15 00:00,中山巡1110905829,中山區八德路2段300巷80號,鋪面鬆動,觀察
111091509374, 111/09/15 00:00,中山巡1110905831,中山區八德路2段300巷80號,縱向及橫向裂縫,觀察
111091509377, 111/09/15 00:00,中山巡1110905832,中山區八德路2段300巷66號,車道與路肩分離,觀察
111091509400, 111/09/15 00:00,中山巡1110905604,中山區八德路2段118號,人手孔缺失,觀察
111091509403, 111/09/15 00:00,中山巡1110905605,中山區八德路2段121號對面,人手孔缺失,觀察
111091509412, 111/09/15 00:00,中山巡1110905723,中山區安東街9號,縱向及橫向裂縫,觀察
111091509413, 111/09/15 00:00,中山巡1110905724,中山區安東街9號,縱向及橫向裂縫,觀察
111091509419, 111/09/15 00:00,中山巡1110905726,中山區安東街13號,縱向及橫向裂縫,觀察
111091509424, 111/09/15 00:00,中山巡1110905728,中山區安東街18-3號,縱向及橫向裂縫,觀察
111091509426, 111/09/15 00:00,中山巡1110905729,中山區市民大道3段179號,鋪面破損,觀察
111091509432, 111/09/15 00:00,中山巡1110905835,中山區八德路2段300巷58號,側溝蓋破損,觀察
111091509454, 111/09/15 00:00,中山巡1110905608,中山區八德路2段146巷2弄1號,縱向及橫向裂縫,觀察
111091509464, 111/09/15 00:00,中山巡1110905611,中山區崇實路135號,龜裂,觀察
111091509476, 111/09/15 00:00,中山巡1110905732,中山區市民大道3段173號,鋪面破損,觀察
111091509478, 111/09/15 00:00,中山巡1110905733,中山區市民大道3段175號,側溝蓋破損,觀察
111091509480, 111/09/15 00:00,中山巡1110905734,中山區市民大道3段171號,縱向及橫向裂縫,觀察
111091509484, 111/09/15 00:00,中山巡1110905735,中山區市民大道3段171號,側溝蓋破損,觀察
111091509490, 111/09/15 00:00,中山巡1110905840,中山區民權東路3段往北過民權東路20公尺,溝蓋路邊緣石,觀察
111091509492, 111/09/15 00:00,中山巡1110905841,中山區建國北路3段往北過民權東路25公尺,溝蓋路邊緣石,觀察
111091509513, 111/09/15 00:00,中山巡1110905614,中山區崇實路127號,龜裂,觀察
111091509515, 111/09/15 00:00,中山巡1110905615,中山區崇實路79-4號,龜裂,觀察
111091509517, 111/09/15 00:00,中山巡1110905616,中山區崇實路79-5號,龜裂,觀察
111091509520, 111/09/15 00:00,中山巡1110905617,中山區崇實路79-4號,龜裂,觀察
111091509523, 111/09/15 00:00,中山巡1110905618,中山區崇實路135號,龜裂,觀察
111091509530, 111/09/15 00:00,中山巡1110905621,中山區北安路456號,龜裂,觀察
111091509538, 111/09/15 00:00,中山巡1110905738,中山區市民大道3段139號,縱向及橫向裂縫,觀察
111091509540, 111/09/15 00:00,中山巡1110905739,中山區市民大道3段169號,鋪面破損,觀察
111091509542, 111/09/15 00:00,中山巡1110905740,中山區市民大道3段139號,縱向及橫向裂縫,觀察
111091509545, 111/09/15 00:00,中山巡1110905741,中山區市民大道3段167號,鋪面破損,觀察
111091509558, 111/09/15 00:00,中山巡1110905850,中山區樂群三路218-8號,龜裂,觀察
111091509562, 111/09/15 00:00,中山巡1110905852,中山區樂群三路128號,龜裂,觀察
111091509564, 111/09/15 00:00,中山巡1110905853,中山區樂群三路51號,龜裂,觀察
111091509567, 111/09/15 00:00,中山巡1110905854,中山區北安路630巷55號,龜裂,觀察
111091509572, 111/09/15 00:00,中山巡1110905622,中山區民族西路18號,龜裂,觀察
111091509583, 111/09/15 00:00,中山巡1110905627,中山區北安路305-1號,龜裂,觀察
111091509590, 111/09/15 00:00,中山巡1110905630,中山區中山北路4段1號,龜裂,觀察
111091509591, 111/09/15 00:00,中山巡1110905743,中山區八德路2段210巷27號,側溝蓋破損,觀察
111091509594, 111/09/15 00:00,中山巡1110905744,中山區八德路2段210巷27號,溝蓋路邊緣石,觀察
111091509597, 111/09/15 00:00,中山巡1110905745,中山區八德路2段210巷19號,鋪面鬆動,觀察
111091509603, 111/09/15 00:00,中山巡1110905747,中山區市民大道3段117號,側溝蓋破損,觀察
111091509605, 111/09/15 00:00,中山巡1110905748,中山區市民大道3段95號,側溝蓋破損,觀察
111091509613, 111/09/15 00:00,中山巡1110905856,中山區北安路670巷11號,龜裂,觀察
111091509615, 111/09/15 00:00,中山巡1110905857,中山區明水路672巷21號,龜裂,觀察
111091509619, 111/09/15 00:00,中山巡1110905859,中山區敬業一路192號,龜裂,觀察
111091509624, 111/09/15 00:00,中山巡1110905861,中山區敬業二路69巷28號,龜裂,觀察
111091509630, 111/09/15 00:00,中山巡1110905863,中山區敬業二路63號,龜裂,觀察
111091509633, 111/09/15 00:00,中山巡1110905631,中山區中山北路3段62-2號,龜裂,觀察
111091509636, 111/09/15 00:00,中山巡1110905632,中山區北安路1號,龜裂,觀察
111091509641, 111/09/15 00:00,中山巡1110905634,中山區北安路47號,龜裂,觀察
111091509647, 111/09/15 00:00,中山巡1110905636,中山區北安路269號,龜裂,觀察
111091509649, 111/09/15 00:00,中山巡1110905637,中山區北安路305號,龜裂,觀察
